FMA62327	tuber cinereum	FJ1828
FMA7198	pancreas	FJ1895
FMA7211	right testis	FJ3142
FMA7212	left testis	FJ3138
FMA59802	right submandibular gland	FJ2768
FMA59803	left submandibular gland	FJ2766
FMA59804	right sublingual gland	FJ2767
FMA59805	left sublingual gland	FJ2765
FMA9600	prostate	FJ3139
FMA13889	pituitary gland	FJ1796
FMA59102	right lacrimal gland	FJ1350
FMA59103	left lacrimal gland	FJ1299
FMA7196	spleen	FJ2561
FMA7204	right kidney	FJ3147
FMA7205	left kidney	FJ3145
FMA15629	right adrenal gland	FJ3130
FMA15630	left adrenal gland	FJ3129
FMA46698	right genioglossus	FJ2750
FMA46702	left genioglossus	FJ2738
FMA46703	right hyoglossus	FJ2751
FMA46704	left hyoglossus	FJ2739
FMA46728	right levator veli palatini	FJ2753
FMA46729	left levator veli palatini	FJ2741
FMA46731	right tensor veli palatini	FJ2760
FMA46732	left tensor veli palatini	FJ2748
FMA46733	uvular muscle	FJ2762
FMA49044	right superior rectus	FJ1374
FMA49045	left superior rectus	FJ1323
FMA49046	right inferior rectus	FJ1346
FMA49047	left inferior rectus	FJ1295
FMA49056	right medial rectus	FJ1359
FMA49057	left medial rectus	FJ1308
FMA49054	right lateral rectus	FJ1355
FMA49055	left lateral rectus	FJ1304
FMA49052	right superior oblique	FJ1373
FMA49053	left superior oblique	FJ1322
FMA49050	right inferior oblique	FJ1345
FMA49051	left inferior oblique	FJ1294
FMA49048	right levator palpebrae superioris	FJ1357
FMA49049	left levator palpebrae superioris	FJ1306
FMA13346	right sternohyoid	FJ1596
FMA13347	left sternohyoid	FJ1574
FMA13348	right omohyoid	FJ1586
FMA13349	left omohyoid	FJ1565
FMA13350	right sternothyroid	FJ1597
FMA13351	left sternothyroid	FJ1575
FMA13352	right thyrohyoid	FJ1599
FMA13353	left thyrohyoid	FJ1577
FMA45826	right stylohyoid	FJ1598
FMA45827	left stylohyoid	FJ1576
FMA46292	right digastric	FJ1556
FMA46292	right digastric	FJ1579
FMA46293	left digastric	FJ1555
FMA46293	left digastric	FJ1560
FMA46293	left digastric	FJ1578
FMA46321	right mylohyoid	FJ1583
FMA46322	left mylohyoid	FJ1562
FMA46326	right geniohyoid	FJ1580
FMA46327	left geniohyoid	FJ1559
FMA46577	right posterior crico-arytenoid	FJ2800
FMA46578	left posterior crico-arytenoid	FJ2782
FMA46580	right lateral crico-arytenoid	FJ2796
FMA46581	left lateral crico-arytenoid	FJ2778
FMA46582	transverse arytenoid	FJ2809
FMA46584	right oblique arytenoid	FJ2798
FMA46585	left oblique arytenoid	FJ2780
FMA46589	right thyro-arytenoid	FJ2802
FMA46589	right thyro-arytenoid	FJ2803
FMA46590	left thyro-arytenoid	FJ2784
FMA46590	left thyro-arytenoid	FJ2785
FMA46592	right vocalis	FJ2806
FMA46593	left vocalis	FJ2788
FMA46631	right superior pharyngeal constrictor	FJ2759
FMA46632	left superior pharyngeal constrictor	FJ2747
FMA46633	right middle pharyngeal constrictor	FJ2742
FMA46634	left middle pharyngeal constrictor	FJ2754
FMA46635	right inferior pharyngeal constrictor	FJ2752
FMA46636	left inferior pharyngeal constrictor	FJ2740
FMA46667	right stylopharyngeus	FJ2758
FMA46668	left stylopharyngeus	FJ2746
FMA46669	right salpingopharyngeus	FJ2757
FMA46670	left salpingopharyngeus	FJ2745
FMA46671	right palatopharyngeus	FJ2755
FMA46672	left palatopharyngeus	FJ2743
FMA13408	right sternocleidomastoid	FJ1595
FMA13409	left sternocleidomastoid	FJ1573
FMA45739	right platysma	FJ1587
FMA45740	left platysma	FJ1558
FMA13392	right scalenus anterior	FJ1592
FMA13393	left scalenus anterior	FJ1570
FMA13390	right scalenus medius	FJ1593
FMA13391	left scalenus medius	FJ1571
FMA13388	right scalenus posterior	FJ1594
FMA13389	left scalenus posterior	FJ1572
FMA13381	right rhomboid major	FJ1536
FMA13382	left rhomboid major	FJ1536M
FMA13383	right rhomboid minor	FJ1537
FMA13384	left rhomboid minor	FJ1537M
FMA13398	right serratus anterior	FJ1459
FMA13399	left serratus anterior	FJ1459M
FMA32540	right levator scapulae	FJ1532
FMA32541	left levator scapulae	FJ1532M
FMA32544	right supraspinatus	FJ1506
FMA32545	left supraspinatus	FJ1506M
FMA13414	right subscapularis	FJ1504
FMA13415	left subscapularis	FJ1504M
FMA32547	right infraspinatus muscle	FJ1500
FMA32548	left infraspinatus muscle	FJ1500M
FMA32551	right teres major	FJ1507
FMA32552	left teres major	FJ1507M
FMA32553	right teres minor	FJ1508
FMA32554	left teres minor	FJ1508M
FMA13375	right pectoralis minor	FJ1456
FMA13376	left pectoralis minor	FJ1456M
FMA13411	left subclavius	FJ1460M
FMA13412	right subclavius	FJ1460
FMA37665	right coracobrachialis	FJ1488
FMA37666	left coracobrachialis	FJ1488M
FMA37668	right brachialis	FJ1486
FMA37669	left brachialis	FJ1486M
FMA37705	right anconeus	FJ1485
FMA37706	left anconeus	FJ1485M
FMA38460	right flexor carpi radialis	FJ1496
FMA38461	left flexor carpi radialis	FJ1496M
FMA38463	right palmaris longus	FJ1502
FMA38464	left palmaris longus	FJ1502M
FMA38470	right flexor digitorum superficialis	FJ1475
FMA38470	right flexor digitorum superficialis	FJ1499
FMA38471	left flexor digitorum superficialis	FJ1475M
FMA38471	left flexor digitorum superficialis	FJ1499M
FMA38454	right pronator quadratus	FJ1503
FMA38455	left pronator quadratus	FJ1503M
FMA38479	right flexor digitorum profundus	FJ1497
FMA38480	left flexor digitorum profundus	FJ1497M
FMA38482	right flexor pollicis longus	FJ1498
FMA38484	left flexor pollicis longus	FJ1498M
FMA38486	right brachioradialis	FJ1487
FMA38487	left brachioradialis	FJ1487M
FMA38495	right extensor carpi radialis longus	FJ1490
FMA38496	left extensor carpi radialis longus	FJ1490M
FMA38498	right extensor carpi radialis brevis	FJ1489
FMA38499	left extensor carpi radialis brevis	FJ1489M
FMA38501	right extensor digitorum	FJ1492
FMA38502	left extensor digitorum	FJ1492M
FMA38504	right extensor digiti minimi	FJ1491
FMA38505	left extensor digiti minimi	FJ1491M
FMA38507	right extensor carpi ulnaris	FJ1472
FMA38507	right extensor carpi ulnaris	FJ1517
FMA38508	left extensor carpi ulnaris	FJ1472M
FMA38508	left extensor carpi ulnaris	FJ1517M
FMA38513	right supinator	FJ1505
FMA38514	left supinator	FJ1505M
FMA38516	right abductor pollicis longus	FJ1484
FMA38517	left abductor pollicis longus	FJ1484M
FMA38519	right extensor pollicis brevis	FJ1494
FMA38520	left extensor pollicis brevis	FJ1494M
FMA38522	right extensor pollicis longus	FJ1495
FMA38523	left extensor pollicis longus	FJ1495M
FMA38525	right extensor indicis	FJ1493
FMA38526	left extensor indicis	FJ1493M
FMA37386	right abductor pollicis brevis	FJ1483
FMA37387	left abductor pollicis brevis	FJ1483M
FMA37388	right flexor pollicis brevis	FJ1469M
FMA37389	left flexor pollicis brevis	FJ1469
FMA37390	right opponens pollicis	FJ1501
FMA37391	left opponens pollicis	FJ1501M
FMA37396	abductor digiti minimi of right hand	FJ1466
FMA37397	abductor digiti minimi of left hand	FJ1466M
FMA37398	flexor digiti minimi brevis of right hand	FJ1470
FMA37399	flexor digiti minimi brevis of left hand	FJ1470M
FMA37400	opponens digiti minimi of right hand	FJ1482
FMA37401	opponens digiti minimi of left hand	FJ1482M
FMA22322	right iliacus	FJ1422
FMA22323	left iliacus	FJ1422M
FMA22340	right piriformis	FJ1428
FMA22341	left piriformis	FJ1428M
FMA22324	right obturator internus	FJ1426
FMA22325	left obturator internus	FJ1426M
FMA22326	right obturator externus	FJ1425
FMA22327	left obturator externus	FJ1425M
FMA22328	right gluteus maximus	FJ1418
FMA22329	left gluteus maximus	FJ1418M
FMA22330	right gluteus medius	FJ1419
FMA22331	left gluteus medius	FJ1419M
FMA22332	right gluteus minimus	FJ1420
FMA22333	left gluteus minimus	FJ1420M
FMA22334	right gemellus superior	FJ1417
FMA22335	left gemellus superior	FJ1417M
FMA22336	right gemellus inferior	FJ1416
FMA22337	left gemellus inferior	FJ1416M
FMA22338	right quadratus femoris	FJ1432
FMA22339	left quadratus femoris	FJ1432M
FMA22425	right tensor fasciae latae	FJ1438
FMA22426	left tensor fasciae latae	FJ1438M
FMA22354	right sartorius	FJ1434
FMA22355	left sartorius	FJ1434M
FMA22358	right semitendinosus	FJ1436
FMA22359	left semitendinosus	FJ1436M
FMA22448	right semimembranosus	FJ1435
FMA22449	left semimembranosus	FJ1435M
FMA22450	right pectineus	FJ1427
FMA22451	left pectineus	FJ1427M
FMA22456	right adductor longus	FJ1402
FMA22457	left adductor longus	FJ1402M
FMA22452	right adductor brevis	FJ1401
FMA22454	left adductor brevis	FJ1401M
FMA22459	right adductor magnus	FJ1403
FMA22460	left adductor magnus	FJ1403M
FMA43883	right gracilis	FJ1421
FMA43884	left gracilis	FJ1421M
FMA43886	right adductor minimus	FJ1404
FMA43887	left adductor minimus	FJ1404M
FMA22544	right tibialis anterior	FJ1439
FMA22545	left tibialis anterior	FJ1439M
FMA22546	right extensor hallucis longus	FJ1408
FMA22547	left extensor hallucis longus	FJ1408M
FMA22548	right extensor digitorum longus	FJ1406
FMA22549	left extensor digitorum longus	FJ1406M
FMA22550	right fibularis tertius	FJ1411
FMA22551	left fibularis tertius	FJ1411M
FMA22552	right fibularis longus	FJ1410
FMA22553	left fibularis longus	FJ1410M
FMA22554	right fibularis brevis	FJ1409
FMA22555	left fibularis brevis	FJ1409M
FMA22558	right soleus	FJ1437
FMA22559	left soleus	FJ1437M
FMA22560	right plantaris	FJ1429
FMA22561	left plantaris	FJ1429M
FMA22591	right popliteus	FJ1430
FMA22592	left popliteus	FJ1430M
FMA65014	right flexor hallucis longus	FJ1415
FMA65015	left flexor hallucis longus	FJ1415M
FMA65016	right flexor digitorum longus	FJ1414
FMA65017	left flexor digitorum longus	FJ1414M
FMA65018	right tibialis posterior	FJ1440
FMA65019	left tibialis posterior	FJ1440M
FMA51144	right extensor hallucis brevis	FJ1407
FMA51145	left extensor hallucis brevis	FJ1407M
FMA37459	right abductor hallucis	FJ1400
FMA37460	left abductor hallucis	FJ1400M
FMA37461	right flexor digitorum brevis	FJ1413
FMA37462	left flexor digitorum brevis	FJ1413M
FMA37463	abductor digiti minimi of right foot	FJ1390
FMA37464	abductor digiti minimi of left foot	FJ1390M
FMA37465	right flexor accessorius	FJ1412
FMA37466	left flexor accessorius	FJ1412M
FMA37717	first lumbrical of right foot	FJ1383
FMA37718	first lumbrical of left foot	FJ1383M
FMA37719	second lumbrical of right foot	FJ1385
FMA37720	second lumbrical of left foot	FJ1385M
FMA37485	third lumbrical of right foot	FJ1387
FMA37486	third lumbrical of left foot	FJ1387M
FMA37483	fourth lumbrical of right foot	FJ1389
FMA37484	fourth lumbrical of left foot	FJ1389M
FMA37471	flexor digiti minimi brevis of right foot	FJ1391
FMA37472	flexor digiti minimi brevis of left foot	FJ1391M
FMA37745	first plantar interosseous of right foot	FJ1384
FMA37746	first plantar interosseous of left foot	FJ1384M
FMA37743	second plantar interosseous of right foot	FJ1386
FMA37744	second plantar interosseous of left foot	FJ1386M
FMA37741	third plantar interosseous of right foot	FJ1388
FMA37742	third plantar interosseous of left foot	FJ1388M
FMA86034	opponens digiti minimi of right foot	FJ1399
FMA86035	opponens digiti minimi of left foot	FJ1399M
FMA13403	right serratus posterior superior	FJ1542
FMA13404	left serratus posterior superior	FJ1542M
FMA13405	right serratus posterior inferior	FJ1541
FMA13406	left serratus posterior inferior	FJ1541M
FMA22342	right psoas major	FJ1431
FMA22343	left psoas major	FJ1431M
FMA46309	right longus capitis	FJ1582
FMA46310	left longus capitis	FJ1561
FMA46313	right rectus capitis anterior	FJ1588
FMA46314	left rectus capitis anterior	FJ1566
FMA46317	right rectus capitis lateralis	FJ1591
FMA46318	left rectus capitis lateralis	FJ1569
FMA22740	right iliocostalis lumborum	FJ1527
FMA22741	left iliocostalis lumborum	FJ1527M
FMA22742	right iliocostalis thoracis	FJ1528
FMA22743	left iliocostalis thoracis	FJ1528M
FMA22744	right iliocostalis cervicis	FJ1526
FMA22745	left iliocostalis cervicis	FJ1526M
FMA22751	right longissimus thoracis	FJ1535
FMA22753	left longissimus thoracis	FJ1535M
FMA22757	right longissimus cervicis	FJ1534
FMA22758	left longissimus cervicis	FJ1534M
FMA22754	right longissimus capitis	FJ1533
FMA22756	left longissimus capitis	FJ1533M
FMA22779	right spinalis thoracis	FJ1544
FMA22780	left spinalis thoracis	FJ1544M
FMA22728	right splenius capitis	FJ1545
FMA22729	left splenius capitis	FJ1545M
FMA22726	right splenius cervicis	FJ1546
FMA22727	left splenius cervicis	FJ1546M
FMA22872	right semispinalis thoracis	FJ1540
FMA22873	left semispinalis thoracis	FJ1540M
FMA22874	right semispinalis cervicis	FJ1539
FMA22875	left semispinalis cervicis	FJ1539M
FMA22876	right semispinalis capitis	FJ1538
FMA22877	left semispinalis capitis	FJ1538M
FMA22890	right interspinalis thoracis	FJ1551
FMA22891	left interspinalis thoracis	FJ1551M
FMA22850	lateral lumbar intertransversarius	FJ1547
FMA22850	lateral lumbar intertransversarius	FJ1547M
FMA22851	medial lumbar intertransversarius	FJ1548
FMA22851	medial lumbar intertransversarius	FJ1548M
FMA81752	right cervical rotator	FJ1524
FMA81753	left cervical rotator	FJ1524M
FMA23083	thoracic rotator	FJ1525
FMA23083	thoracic rotator	FJ1525M
FMA23089	right lumbar rotator	FJ1522
FMA23090	left lumbar rotator	FJ1522M
FMA32530	right rectus capitis posterior major	FJ1589
FMA32531	left rectus capitis posterior major	FJ1567
FMA32532	right rectus capitis posterior minor	FJ1590
FMA32533	left rectus capitis posterior minor	FJ1568
FMA32534	right obliquus capitis superior	FJ1585
FMA32535	left obliquus capitis superior	FJ1564
FMA32536	right obliquus capitis inferior	FJ1584
FMA32537	left obliquus capitis inferior	FJ1563
FMA9761	right transversus thoracis	FJ1461
FMA9762	left transversus thoracis	FJ1461M
FMA13295	diaphragm	FJ3131
FMA9756	external intercostal muscle	FJ1451
FMA9756	external intercostal muscle	FJ1451M
FMA9757	internal intercostal muscle	FJ1455
FMA9757	internal intercostal muscle	FJ1455M
FMA9758	innermost intercostal muscle	FJ1454
FMA9758	innermost intercostal muscle	FJ1454M
FMA13336	right external oblique	FJ1452
FMA13337	left external oblique	FJ1452M
FMA21930	external anal sphincter	FJ1450
FMA21930	external anal sphincter	FJ1450M
FMA21930	external anal sphincter	FJ2543
FMA21930	external anal sphincter	FJ2548
FMA46443	right coccygeus	FJ2547
FMA46444	left coccygeus	FJ1449M
FMA46444	left coccygeus	FJ2542
FMA23707	interosseous membrane of right forearm	FJ1476
FMA23708	interosseous membrane of left forearm	FJ1476M
FMA35192	interosseous membrane of right leg	FJ1392
FMA35193	interosseous membrane of left leg	FJ1392M
FMA55133	right thyrohyoid membrane	FJ2804
FMA55134	left thyrohyoid membrane	FJ2786
FMA59091	tarsal plate of right upper eyelid	FJ1375
FMA59092	tarsal plate of left upper eyelid	FJ1324
FMA59089	tarsal plate of right lower eyelid	FJ1379
FMA59090	tarsal plate of left lower eyelid	FJ1328
FMA7163	skin	FJ2810
FMA49067	trochlea of right superior oblique	FJ1380
FMA49068	trochlea of left superior oblique	FJ1329
FMA258847	right calcaneal tendon	FJ1405
FMA264844	left calcaneal tendon	FJ1405M
FMA72309	right stylohyoid ligament	FJ2764
FMA72311	left stylohyoid ligament	FJ2763
FMA44249	right long plantar ligament	FJ1424
FMA44250	left long plantar ligament	FJ1424M
FMA55227	hyo-epiglottic ligament	FJ2771
FMA55230	thyro-epiglottic ligament	FJ2807
FMA55138	median thyrohyoid ligament	FJ2790
FMA55140	right lateral thyrohyoid ligament	FJ2797
FMA55141	left lateral thyrohyoid ligament	FJ2779
FMA9615	cricoid cartilage	FJ2440
FMA9615	cricoid cartilage	FJ2769
FMA55099	thyroid cartilage	FJ2808
FMA55113	right arytenoid cartilage	FJ2792
FMA55114	left arytenoid cartilage	FJ2775
FMA55115	right corniculate cartilage	FJ2793
FMA55116	left corniculate cartilage	FJ2776
FMA55117	right cuneiform cartilage	FJ2795
FMA55118	left cuneiform cartilage	FJ2773
FMA59503	septal nasal cartilage	FJ2557
FMA59505	right major alar cartilage	FJ2554
FMA59506	left major alar cartilage	FJ2555
FMA59512	right lateral nasal cartilage	FJ2558
FMA59513	left lateral nasal cartilage	FJ2556
FMA10458	intervertebral disk of first thoracic vertebra	FJ3222
FMA13495	intervertebral disk of second thoracic vertebra	FJ3223
FMA13500	intervertebral disk of third thoracic vertebra	FJ3224
FMA13501	intervertebral disk of fourth thoracic vertebra	FJ3203
FMA13502	intervertebral disk of fifth thoracic vertebra	FJ3204
FMA13503	intervertebral disk of sixth thoracic vertebra	FJ3205
FMA13504	intervertebral disk of seventh thoracic vertebra	FJ3206
FMA13505	intervertebral disk of eighth thoracic vertebra	FJ3207
FMA13506	intervertebral disk of ninth thoracic vertebra	FJ3208
FMA13507	intervertebral disk of tenth thoracic vertebra	FJ3209
FMA13508	intervertebral disk of eleventh thoracic vertebra	FJ3210
FMA16033	intervertebral disk of first lumbar vertebra	FJ3212
FMA16034	intervertebral disk of second lumbar vertebra	FJ3214
FMA16035	intervertebral disk of third lumbar vertebra	FJ3215
FMA16036	intervertebral disk of fourth lumbar vertebra	FJ3216
FMA16037	intervertebral disk of fifth lumbar vertebra	FJ3217
FMA13896	intervertebral disk of third cervical vertebra	FJ3213
FMA13897	intervertebral disk of fourth cervical vertebra	FJ3218
FMA13898	intervertebral disk of fifth cervical vertebra	FJ3219
FMA13899	intervertebral disk of sixth cervical vertebra	FJ3220
FMA13900	intervertebral disk of seventh cervical vertebra	FJ3221
FMA25058	intervertebral disk of axis	FJ3202
FMA50881	right trochlear nerve	FJ1381
FMA50882	left trochlear nerve	FJ1330
FMA7131	esophagus	FJ2563
FMA7148	stomach	FJ2564
FMA7202	gallbladder	FJ2817
FMA15571	right ureter	FJ3146
FMA15572	left ureter	FJ3144
FMA55681	right upper central secondary incisor tooth	FJ1279
FMA55682	left upper central secondary incisor tooth	FJ1265
FMA55680	right upper lateral secondary incisor tooth	FJ1280
FMA55683	left upper lateral secondary incisor tooth	FJ1266
FMA57142	right lower central secondary incisor tooth	FJ1272
FMA57143	left lower central secondary incisor tooth	FJ1258
FMA57140	right lower lateral secondary incisor tooth	FJ1273
FMA57141	left lower lateral secondary incisor tooth	FJ1259
FMA55798	right upper secondary canine tooth	FJ1281
FMA55799	left upper secondary canine tooth	FJ1267
FMA55686	right lower secondary canine tooth	FJ1274
FMA55687	left lower secondary canine tooth	FJ1260
FMA55689	right upper first secondary premolar tooth	FJ1277
FMA55690	left upper first secondary premolar tooth	FJ1262
FMA55688	right upper second secondary premolar tooth	FJ1278
FMA55691	left upper second secondary premolar tooth	FJ1264
FMA55693	left lower first secondary premolar tooth	FJ1255
FMA55694	right lower first secondary premolar tooth	FJ1269
FMA55692	left lower second secondary premolar tooth	FJ1257
FMA55695	right lower second secondary premolar tooth	FJ1271
FMA55698	right upper first secondary molar tooth	FJ1276
FMA55699	left upper first secondary molar tooth	FJ1261
FMA55697	right upper second secondary molar tooth	FJ1275
FMA55700	left upper second secondary molar tooth	FJ1263
FMA55704	left lower first secondary molar tooth	FJ1254
FMA55705	right lower first secondary molar tooth	FJ1268
FMA55703	left lower second secondary molar tooth	FJ1256
FMA55706	right lower second secondary molar tooth	FJ1270
FMA14542	appendix	FJ2565
FMA15900	urinary bladder	FJ3149
FMA19667	urethra	FJ3148
FMA49914	right superior pulmonary vein	FJ3020
FMA49916	left superior pulmonary vein	FJ2925
FMA49916	left superior pulmonary vein	FJ2933
FMA49911	right inferior pulmonary vein	FJ3040
FMA49913	left inferior pulmonary vein	FJ2944
FMA49913	left inferior pulmonary vein	FJ2950
FMA49913	left inferior pulmonary vein	FJ2955
FMA7909	right third rib	FJ3338
FMA8039	left third rib	FJ3230
FMA7957	right fourth rib	FJ3340
FMA8148	left fourth rib	FJ3231
FMA8066	right fifth rib	FJ3342
FMA8093	left fifth rib	FJ3232
FMA8229	right seventh rib	FJ3346
FMA8256	left seventh rib	FJ3234
FMA8175	right sixth rib	FJ3344
FMA8202	left sixth rib	FJ3233
FMA7857	right first rib	FJ3334
FMA7987	left first rib	FJ3228
FMA7882	right second rib	FJ3336
FMA8012	left second rib	FJ3229
FMA8531	right eleventh rib	FJ3331
FMA8532	left eleventh rib	FJ3226
FMA8533	right twelfth rib	FJ3332
FMA8534	left twelfth rib	FJ3227
FMA8283	right eighth rib	FJ3347
FMA8310	left eighth rib	FJ3235
FMA8364	right ninth rib	FJ3348
FMA8391	left ninth rib	FJ3236
FMA8445	right tenth rib	FJ3330
FMA8472	left tenth rib	FJ3225
FMA24474	right femur	FJ3365
FMA24475	left femur	FJ3259
FMA24464	right first metacarpal bone	FJ3350
FMA24465	left first metacarpal bone	FJ3240
FMA24466	right second metacarpal bone	FJ3352
FMA24467	left second metacarpal bone	FJ3243
FMA24468	right third metacarpal bone	FJ3354
FMA24469	left third metacarpal bone	FJ3246
FMA24470	right fourth metacarpal bone	FJ3356
FMA24471	left fourth metacarpal bone	FJ3249
FMA24472	right fifth metacarpal bone	FJ3358
FMA24473	left fifth metacarpal bone	FJ3252
FMA23130	right humerus	FJ3368
FMA23131	left humerus	FJ3262
FMA13322	right clavicle	FJ3362
FMA13323	left clavicle	FJ3237
FMA23464	right radius	FJ3349
FMA23465	left radius	FJ3277
FMA23467	right ulna	FJ3391
FMA23468	left ulna	FJ3286
FMA24450	proximal phalanx of right thumb	FJ3327
FMA65470	proximal phalanx of left thumb	FJ3318
FMA23951	distal phalanx of left thumb	FJ3188
FMA24459	distal phalanx of right thumb	FJ3198
FMA24451	proximal phalanx of right index finger	FJ3322
FMA71915	proximal phalanx of left index finger	FJ3313
FMA23938	middle phalanx of left index finger	FJ3296
FMA24455	middle phalanx of right index finger	FJ3303
FMA23953	distal phalanx of left index finger	FJ3183
FMA24460	distal phalanx of right index finger	FJ3193
FMA24452	proximal phalanx of right middle finger	FJ3325
FMA71908	proximal phalanx of left middle finger	FJ3316
FMA23940	middle phalanx of left middle finger	FJ3299
FMA24456	middle phalanx of right middle finger	FJ3306
FMA23955	distal phalanx of left middle finger	FJ3186
